"CELL30M","ISO3","X","Y"
"152913","BRA","-43.25","-16.25"
"152914","BRA","-42.75","-16.25"
"152915","BRA","-42.25","-16.25"
"152916","BRA","-41.75","-16.25"
"152917","BRA","-41.25","-16.25"
"152918","BRA","-40.75","-16.25"
"152919","BRA","-40.25","-16.25"
"152920","BRA","-39.75","-16.25"
"152921","BRA","-39.25","-16.25"
"152922","BRA","-38.75","-16.25"
"153025","AGO","12.75","-16.25"
"153027","AGO","13.75","-16.25"
"153028","AGO","14.25","-16.25"
"153029","AGO","14.75","-16.25"
"153030","AGO","15.25","-16.25"
"153031","AGO","15.75","-16.25"
"153032","AGO","16.25","-16.25"
"153033","AGO","16.75","-16.25"
"153034","AGO","17.25","-16.25"
"153035","AGO","17.75","-16.25"
"153036","AGO","18.25","-16.25"
"153037","AGO","18.75","-16.25"
"153038","AGO","19.25","-16.25"
"153039","AGO","19.75","-16.25"
"153041","AGO","20.75","-16.25"
"153042","AGO","21.25","-16.25"
"153043","AGO","21.75","-16.25"
"153044","ZMB","22.25","-16.25"
"153045","ZMB","22.75","-16.25"
"153046","ZMB","23.25","-16.25"
"153047","ZMB","23.75","-16.25"
"153048","ZMB","24.25","-16.25"
"153049","ZMB","24.75","-16.25"
"153050","ZMB","25.25","-16.25"
"153051","ZMB","25.75","-16.25"
"153052","ZMB","26.25","-16.25"
"153053","ZMB","26.75","-16.25"
"153054","ZMB","27.25","-16.25"
"153055","ZMB","27.75","-16.25"
"153056","ZMB","28.25","-16.25"
"153057","ZMB","28.75","-16.25"
"153058","ZWE","29.25","-16.25"
"153059","ZWE","29.75","-16.25"
"153060","ZWE","30.25","-16.25"
"153061","ZWE","30.75","-16.25"
"153062","ZWE","31.25","-16.25"
"153063","MOZ","31.75","-16.25"
"153064","MOZ","32.25","-16.25"
"153065","MOZ","32.75","-16.25"
"153066","MOZ","33.25","-16.25"
"153067","MOZ","33.75","-16.25"
"153068","MOZ","34.25","-16.25"
"153069","MWI","34.75","-16.25"
"153070","MWI","35.25","-16.25"
"153071","MOZ","35.75","-16.25"
"153072","MOZ","36.25","-16.25"
"153073","MOZ","36.75","-16.25"
"153074","MOZ","37.25","-16.25"
"153075","MOZ","37.75","-16.25"
"153076","MOZ","38.25","-16.25"
"153077","MOZ","38.75","-16.25"
"153078","MOZ","39.25","-16.25"
"153079","MOZ","39.75","-16.25"
"153080","MOZ","40.25","-16.25"
"153088","MDG","44.25","-16.25"
"153089","MDG","44.75","-16.25"
"153090","MDG","45.25","-16.25"
"153091","MDG","45.75","-16.25"
"153092","MDG","46.25","-16.25"
"153093","MDG","46.75","-16.25"
"153094","MDG","47.25","-16.25"
"153095","MDG","47.75","-16.25"
"153096","MDG","48.25","-16.25"
"153097","MDG","48.75","-16.25"
"153098","MDG","49.25","-16.25"
"153099","MDG","49.75","-16.25"
"153245","AUS","122.75","-16.25"
"153247","AUS","123.75","-16.25"
"153248","AUS","124.25","-16.25"
"153249","AUS","124.75","-16.25"
"153250","AUS","125.25","-16.25"
"153251","AUS","125.75","-16.25"
"153252","AUS","126.25","-16.25"
"153253","AUS","126.75","-16.25"
"153254","AUS","127.25","-16.25"
"153255","AUS","127.75","-16.25"
"153256","AUS","128.25","-16.25"
"153257","AUS","128.75","-16.25"
"153258","AUS","129.25","-16.25"
"153259","AUS","129.75","-16.25"
"153260","AUS","130.25","-16.25"
"153261","AUS","130.75","-16.25"
"153262","AUS","131.25","-16.25"
"153263","AUS","131.75","-16.25"
"153264","AUS","132.25","-16.25"
"153265","AUS","132.75","-16.25"
"153266","AUS","133.25","-16.25"
"153267","AUS","133.75","-16.25"
"153268","AUS","134.25","-16.25"
"153269","AUS","134.75","-16.25"
"153270","AUS","135.25","-16.25"
"153271","AUS","135.75","-16.25"
"153272","AUS","136.25","-16.25"
"153273","AUS","136.75","-16.25"
"153274","AUS","137.25","-16.25"
"153275","AUS","137.75","-16.25"
"153278","AUS","139.25","-16.25"
"153279","AUS","139.75","-16.25"
"153282","AUS","141.25","-16.25"
"153283","AUS","141.75","-16.25"
"153284","AUS","142.25","-16.25"
"153285","AUS","142.75","-16.25"
"153286","AUS","143.25","-16.25"
"153287","AUS","143.75","-16.25"
"153288","AUS","144.25","-16.25"
"153289","AUS","144.75","-16.25"
"153290","AUS","145.25","-16.25"
"153334","VUT","167.25","-16.25"
"153335","VUT","167.75","-16.25"
"153336","VUT","168.25","-16.25"
"153358","FJI","179.25","-16.25"
"153574","PER","-72.75","-16.75"
"153575","PER","-72.25","-16.75"
"153576","PER","-71.75","-16.75"
"153577","PER","-71.25","-16.75"
"153578","PER","-70.75","-16.75"
"153579","PER","-70.25","-16.75"
"153580","PER","-69.75","-16.75"
"153581","PER","-69.25","-16.75"
"153582","BOL","-68.75","-16.75"
"153583","BOL","-68.25","-16.75"
"153584","BOL","-67.75","-16.75"
"153585","BOL","-67.25","-16.75"
"153586","BOL","-66.75","-16.75"
"153587","BOL","-66.25","-16.75"
"153588","BOL","-65.75","-16.75"
"153589","BOL","-65.25","-16.75"
"153590","BOL","-64.75","-16.75"
"153591","BOL","-64.25","-16.75"
"153592","BOL","-63.75","-16.75"
"153593","BOL","-63.25","-16.75"
"153594","BOL","-62.75","-16.75"
"153595","BOL","-62.25","-16.75"
"153596","BOL","-61.75","-16.75"
"153597","BOL","-61.25","-16.75"
"153598","BOL","-60.75","-16.75"
"153599","BOL","-60.25","-16.75"
"153600","BOL","-59.75","-16.75"
"153601","BOL","-59.25","-16.75"
"153602","BOL","-58.75","-16.75"
"153603","BRA","-58.25","-16.75"
"153604","BRA","-57.75","-16.75"
"153605","BRA","-57.25","-16.75"
"153606","BRA","-56.75","-16.75"
"153607","BRA","-56.25","-16.75"
"153608","BRA","-55.75","-16.75"
"153609","BRA","-55.25","-16.75"
"153610","BRA","-54.75","-16.75"
"153611","BRA","-54.25","-16.75"
"153612","BRA","-53.75","-16.75"
"153613","BRA","-53.25","-16.75"
"153614","BRA","-52.75","-16.75"
"153615","BRA","-52.25","-16.75"
"153616","BRA","-51.75","-16.75"
"153617","BRA","-51.25","-16.75"
"153618","BRA","-50.75","-16.75"
"153619","BRA","-50.25","-16.75"
"153620","BRA","-49.75","-16.75"
"153621","BRA","-49.25","-16.75"
"153622","BRA","-48.75","-16.75"
"153623","BRA","-48.25","-16.75"
"153624","BRA","-47.75","-16.75"
"153625","BRA","-47.25","-16.75"
"153626","BRA","-46.75","-16.75"
"153627","BRA","-46.25","-16.75"
"153628","BRA","-45.75","-16.75"
"153629","BRA","-45.25","-16.75"
"153630","BRA","-44.75","-16.75"
"153631","BRA","-44.25","-16.75"
"153632","BRA","-43.75","-16.75"
"153633","BRA","-43.25","-16.75"
"153634","BRA","-42.75","-16.75"
"153635","BRA","-42.25","-16.75"
"153636","BRA","-41.75","-16.75"
"153637","BRA","-41.25","-16.75"
"153638","BRA","-40.75","-16.75"
"153639","BRA","-40.25","-16.75"
"153640","BRA","-39.75","-16.75"
"153641","BRA","-39.25","-16.75"
"153745","AGO","12.75","-16.75"
"153746","AGO","13.25","-16.75"
"153747","AGO","13.75","-16.75"
"153748","AGO","14.25","-16.75"
"153749","AGO","14.75","-16.75"
"153750","AGO","15.25","-16.75"
"153751","AGO","15.75","-16.75"
"153752","AGO","16.25","-16.75"
"153753","AGO","16.75","-16.75"
"153754","AGO","17.25","-16.75"
"153755","AGO","17.75","-16.75"
"153756","AGO","18.25","-16.75"
"153757","AGO","18.75","-16.75"
"153758","AGO","19.25","-16.75"
"153759","AGO","19.75","-16.75"
"153760","AGO","20.25","-16.75"
"153761","AGO","20.75","-16.75"
"153762","AGO","21.25","-16.75"
"153763","AGO","21.75","-16.75"
"153764","AGO","22.25","-16.75"
"153765","ZMB","22.75","-16.75"
"153766","ZMB","23.25","-16.75"
"153767","ZMB","23.75","-16.75"
"153768","ZMB","24.25","-16.75"
"153769","ZMB","24.75","-16.75"
"153770","ZMB","25.25","-16.75"
"153771","ZMB","25.75","-16.75"
"153772","ZMB","26.25","-16.75"
"153773","ZMB","26.75","-16.75"
"153774","ZMB","27.25","-16.75"
"153775","ZMB","27.75","-16.75"
"153776","ZMB","28.25","-16.75"
"153777","ZWE","28.75","-16.75"
"153778","ZWE","29.25","-16.75"
"153779","ZWE","29.75","-16.75"
"153780","ZWE","30.25","-16.75"
"153781","ZWE","30.75","-16.75"
"153782","ZWE","31.25","-16.75"
"153783","ZWE","31.75","-16.75"
"153784","ZWE","32.25","-16.75"
"153785","ZWE","32.75","-16.75"
"153786","MOZ","33.25","-16.75"
"153787","MOZ","33.75","-16.75"
"153788","MOZ","34.25","-16.75"
"153789","MOZ","34.75","-16.75"
"153790","MOZ","35.25","-16.75"
"153791","MOZ","35.75","-16.75"
"153792","MOZ","36.25","-16.75"
"153793","MOZ","36.75","-16.75"
"153794","MOZ","37.25","-16.75"
"153795","MOZ","37.75","-16.75"
"153796","MOZ","38.25","-16.75"
"153797","MOZ","38.75","-16.75"
"153798","MOZ","39.25","-16.75"
"153799","MOZ","39.75","-16.75"
"153808","MDG","44.25","-16.75"
"153809","MDG","44.75","-16.75"
"153810","MDG","45.25","-16.75"
"153811","MDG","45.75","-16.75"
"153812","MDG","46.25","-16.75"
"153813","MDG","46.75","-16.75"
"153814","MDG","47.25","-16.75"
"153815","MDG","47.75","-16.75"
"153816","MDG","48.25","-16.75"
"153817","MDG","48.75","-16.75"
"153818","MDG","49.25","-16.75"
"153819","MDG","49.75","-16.75"
"153964","AUS","122.25","-16.75"
"153965","AUS","122.75","-16.75"
"153966","AUS","123.25","-16.75"
"153967","AUS","123.75","-16.75"
"153968","AUS","124.25","-16.75"
"153969","AUS","124.75","-16.75"
"153970","AUS","125.25","-16.75"
"153971","AUS","125.75","-16.75"
"153972","AUS","126.25","-16.75"
"153973","AUS","126.75","-16.75"
"153974","AUS","127.25","-16.75"
"153975","AUS","127.75","-16.75"
"153976","AUS","128.25","-16.75"
"153977","AUS","128.75","-16.75"
"153978","AUS","129.25","-16.75"
"153979","AUS","129.75","-16.75"
"153980","AUS","130.25","-16.75"
"153981","AUS","130.75","-16.75"
"153982","AUS","131.25","-16.75"
"153983","AUS","131.75","-16.75"
"153984","AUS","132.25","-16.75"
"153985","AUS","132.75","-16.75"
"153986","AUS","133.25","-16.75"
"153987","AUS","133.75","-16.75"
"153988","AUS","134.25","-16.75"
"153989","AUS","134.75","-16.75"
"153990","AUS","135.25","-16.75"
"153991","AUS","135.75","-16.75"
"153992","AUS","136.25","-16.75"
"153993","AUS","136.75","-16.75"
"153994","AUS","137.25","-16.75"
"153995","AUS","137.75","-16.75"
"153996","AUS","138.25","-16.75"
"153997","AUS","138.75","-16.75"
"153998","AUS","139.25","-16.75"
"153999","AUS","139.75","-16.75"
"154001","AUS","140.75","-16.75"
"154002","AUS","141.25","-16.75"
"154003","AUS","141.75","-16.75"
"154004","AUS","142.25","-16.75"
"154005","AUS","142.75","-16.75"
"154006","AUS","143.25","-16.75"
"154007","AUS","143.75","-16.75"
"154008","AUS","144.25","-16.75"
"154009","AUS","144.75","-16.75"
"154010","AUS","145.25","-16.75"
"154011","AUS","145.75","-16.75"
"154056","VUT","168.25","-16.75"
"154074","FJI","177.25","-16.75"
"154075","FJI","177.75","-16.75"
"154077","FJI","178.75","-16.75"
"154078","FJI","179.25","-16.75"
"154296","PER","-71.75","-17.25"
"154298","PER","-70.75","-17.25"
"154299","PER","-70.25","-17.25"
"154300","PER","-69.75","-17.25"
"154301","BOL","-69.25","-17.25"
"154302","BOL","-68.75","-17.25"
"154303","BOL","-68.25","-17.25"
"154304","BOL","-67.75","-17.25"
"154305","BOL","-67.25","-17.25"
"154306","BOL","-66.75","-17.25"
"154307","BOL","-66.25","-17.25"
"154308","BOL","-65.75","-17.25"
"154309","BOL","-65.25","-17.25"
"154310","BOL","-64.75","-17.25"
"154311","BOL","-64.25","-17.25"
"154312","BOL","-63.75","-17.25"
"154313","BOL","-63.25","-17.25"
"154314","BOL","-62.75","-17.25"
"154315","BOL","-62.25","-17.25"
"154316","BOL","-61.75","-17.25"
"154317","BOL","-61.25","-17.25"
"154318","BOL","-60.75","-17.25"
"154319","BOL","-60.25","-17.25"
"154320","BOL","-59.75","-17.25"
"154321","BOL","-59.25","-17.25"
"154322","BOL","-58.75","-17.25"
"154323","BRA","-58.25","-17.25"
"154324","BRA","-57.75","-17.25"
"154325","BRA","-57.25","-17.25"
"154326","BRA","-56.75","-17.25"
"154327","BRA","-56.25","-17.25"
"154328","BRA","-55.75","-17.25"
"154329","BRA","-55.25","-17.25"
"154330","BRA","-54.75","-17.25"
"154331","BRA","-54.25","-17.25"
"154332","BRA","-53.75","-17.25"
"154333","BRA","-53.25","-17.25"
"154334","BRA","-52.75","-17.25"
"154335","BRA","-52.25","-17.25"
"154336","BRA","-51.75","-17.25"
"154337","BRA","-51.25","-17.25"
"154338","BRA","-50.75","-17.25"
"154339","BRA","-50.25","-17.25"
"154340","BRA","-49.75","-17.25"
"154341","BRA","-49.25","-17.25"
"154342","BRA","-48.75","-17.25"
"154343","BRA","-48.25","-17.25"
"154344","BRA","-47.75","-17.25"
"154345","BRA","-47.25","-17.25"
"154346","BRA","-46.75","-17.25"
"154347","BRA","-46.25","-17.25"
"154348","BRA","-45.75","-17.25"
"154349","BRA","-45.25","-17.25"
"154350","BRA","-44.75","-17.25"
"154351","BRA","-44.25","-17.25"
"154352","BRA","-43.75","-17.25"
"154353","BRA","-43.25","-17.25"
"154354","BRA","-42.75","-17.25"
"154355","BRA","-42.25","-17.25"
"154356","BRA","-41.75","-17.25"
"154357","BRA","-41.25","-17.25"
"154358","BRA","-40.75","-17.25"
"154359","BRA","-40.25","-17.25"
"154360","BRA","-39.75","-17.25"
"154361","BRA","-39.25","-17.25"
"154464","NAM","12.25","-17.25"
"154465","NAM","12.75","-17.25"
"154466","NAM","13.25","-17.25"
"154467","AGO","13.75","-17.25"
"154468","AGO","14.25","-17.25"
"154469","AGO","14.75","-17.25"
"154470","AGO","15.25","-17.25"
"154471","AGO","15.75","-17.25"
"154472","AGO","16.25","-17.25"
"154473","AGO","16.75","-17.25"
"154474","AGO","17.25","-17.25"
"154475","AGO","17.75","-17.25"
"154476","AGO","18.25","-17.25"
"154477","AGO","18.75","-17.25"
"154478","AGO","19.25","-17.25"
"154479","AGO","19.75","-17.25"
"154480","AGO","20.25","-17.25"
"154481","AGO","20.75","-17.25"
"154482","AGO","21.25","-17.25"
"154483","AGO","21.75","-17.25"
"154484","AGO","22.25","-17.25"
"154485","AGO","22.75","-17.25"
"154486","ZMB","23.25","-17.25"
"154487","ZMB","23.75","-17.25"
"154488","ZMB","24.25","-17.25"
"154489","ZMB","24.75","-17.25"
"154490","ZMB","25.25","-17.25"
"154491","ZMB","25.75","-17.25"
"154492","ZMB","26.25","-17.25"
"154493","ZMB","26.75","-17.25"
"154494","ZMB","27.25","-17.25"
"154495","ZWE","27.75","-17.25"
"154496","ZWE","28.25","-17.25"
"154497","ZWE","28.75","-17.25"
"154498","ZWE","29.25","-17.25"
"154499","ZWE","29.75","-17.25"
"154500","ZWE","30.25","-17.25"
"154501","ZWE","30.75","-17.25"
"154502","ZWE","31.25","-17.25"
"154503","ZWE","31.75","-17.25"
"154504","ZWE","32.25","-17.25"
"154505","ZWE","32.75","-17.25"
"154506","MOZ","33.25","-17.25"
"154507","MOZ","33.75","-17.25"
"154508","MOZ","34.25","-17.25"
"154509","MOZ","34.75","-17.25"
"154510","MOZ","35.25","-17.25"
"154511","MOZ","35.75","-17.25"
"154512","MOZ","36.25","-17.25"
"154513","MOZ","36.75","-17.25"
"154514","MOZ","37.25","-17.25"
"154515","MOZ","37.75","-17.25"
"154516","MOZ","38.25","-17.25"
"154517","MOZ","38.75","-17.25"
"154518","MOZ","39.25","-17.25"
"154525","ATF","42.75","-17.25"
"154527","MDG","43.75","-17.25"
"154528","MDG","44.25","-17.25"
"154529","MDG","44.75","-17.25"
"154530","MDG","45.25","-17.25"
"154531","MDG","45.75","-17.25"
"154532","MDG","46.25","-17.25"
"154533","MDG","46.75","-17.25"
"154534","MDG","47.25","-17.25"
"154535","MDG","47.75","-17.25"
"154536","MDG","48.25","-17.25"
"154537","MDG","48.75","-17.25"
"154538","MDG","49.25","-17.25"
"154539","MDG","49.75","-17.25"
"154684","AUS","122.25","-17.25"
"154685","AUS","122.75","-17.25"
"154686","AUS","123.25","-17.25"
"154687","AUS","123.75","-17.25"
"154688","AUS","124.25","-17.25"
"154689","AUS","124.75","-17.25"
"154690","AUS","125.25","-17.25"
"154691","AUS","125.75","-17.25"
"154692","AUS","126.25","-17.25"
"154693","AUS","126.75","-17.25"
"154694","AUS","127.25","-17.25"
"154695","AUS","127.75","-17.25"
"154696","AUS","128.25","-17.25"
"154697","AUS","128.75","-17.25"
"154698","AUS","129.25","-17.25"
"154699","AUS","129.75","-17.25"
"154700","AUS","130.25","-17.25"
"154701","AUS","130.75","-17.25"
"154702","AUS","131.25","-17.25"
"154703","AUS","131.75","-17.25"
"154704","AUS","132.25","-17.25"
"154705","AUS","132.75","-17.25"
"154706","AUS","133.25","-17.25"
"154707","AUS","133.75","-17.25"
"154708","AUS","134.25","-17.25"
"154709","AUS","134.75","-17.25"
"154710","AUS","135.25","-17.25"
"154711","AUS","135.75","-17.25"
"154712","AUS","136.25","-17.25"
"154713","AUS","136.75","-17.25"
"154714","AUS","137.25","-17.25"
"154715","AUS","137.75","-17.25"
"154716","AUS","138.25","-17.25"
"154717","AUS","138.75","-17.25"
"154718","AUS","139.25","-17.25"
"154719","AUS","139.75","-17.25"
"154721","AUS","140.75","-17.25"
"154722","AUS","141.25","-17.25"
"154723","AUS","141.75","-17.25"
"154724","AUS","142.25","-17.25"
"154725","AUS","142.75","-17.25"
"154726","AUS","143.25","-17.25"
"154727","AUS","143.75","-17.25"
"154728","AUS","144.25","-17.25"
"154729","AUS","144.75","-17.25"
"154730","AUS","145.25","-17.25"
"154731","AUS","145.75","-17.25"
"154732","AUS","146.25","-17.25"
"154794","FJI","177.25","-17.25"
"154795","FJI","177.75","-17.25"
"154796","FJI","178.25","-17.25"
"155018","PER","-70.75","-17.75"
"155019","PER","-70.25","-17.75"
"155020","PER","-69.75","-17.75"
"155021","BOL","-69.25","-17.75"
"155022","BOL","-68.75","-17.75"
"155023","BOL","-68.25","-17.75"
"155024","BOL","-67.75","-17.75"
"155025","BOL","-67.25","-17.75"
"155027","BOL","-66.25","-17.75"
"155028","BOL","-65.75","-17.75"
"155029","BOL","-65.25","-17.75"
"155030","BOL","-64.75","-17.75"
"155031","BOL","-64.25","-17.75"
"155032","BOL","-63.75","-17.75"
"155033","BOL","-63.25","-17.75"
"155034","BOL","-62.75","-17.75"
"155035","BOL","-62.25","-17.75"
"155036","BOL","-61.75","-17.75"
"155037","BOL","-61.25","-17.75"
"155038","BOL","-60.75","-17.75"
"155039","BOL","-60.25","-17.75"
"155040","BOL","-59.75","-17.75"
"155041","BOL","-59.25","-17.75"
"155042","BOL","-58.75","-17.75"
"155043","BOL","-58.25","-17.75"
"155044","BOL","-57.75","-17.75"
"155045","BRA","-57.25","-17.75"
"155046","BRA","-56.75","-17.75"
"155047","BRA","-56.25","-17.75"
"155048","BRA","-55.75","-17.75"
"155049","BRA","-55.25","-17.75"
"155050","BRA","-54.75","-17.75"
"155051","BRA","-54.25","-17.75"
"155052","BRA","-53.75","-17.75"
"155053","BRA","-53.25","-17.75"
"155054","BRA","-52.75","-17.75"
"155055","BRA","-52.25","-17.75"
"155056","BRA","-51.75","-17.75"
"155057","BRA","-51.25","-17.75"
"155058","BRA","-50.75","-17.75"
"155059","BRA","-50.25","-17.75"
"155060","BRA","-49.75","-17.75"
"155061","BRA","-49.25","-17.75"
"155062","BRA","-48.75","-17.75"
"155063","BRA","-48.25","-17.75"
"155064","BRA","-47.75","-17.75"
"155065","BRA","-47.25","-17.75"
"155066","BRA","-46.75","-17.75"
"155067","BRA","-46.25","-17.75"
"155068","BRA","-45.75","-17.75"
"155069","BRA","-45.25","-17.75"
"155070","BRA","-44.75","-17.75"
"155071","BRA","-44.25","-17.75"
"155072","BRA","-43.75","-17.75"
"155073","BRA","-43.25","-17.75"
"155074","BRA","-42.75","-17.75"
"155075","BRA","-42.25","-17.75"
"155076","BRA","-41.75","-17.75"
"155077","BRA","-41.25","-17.75"
"155078","BRA","-40.75","-17.75"
"155079","BRA","-40.25","-17.75"
"155080","BRA","-39.75","-17.75"
"155081","BRA","-39.25","-17.75"
"155185","NAM","12.75","-17.75"
"155186","NAM","13.25","-17.75"
"155187","NAM","13.75","-17.75"
"155188","NAM","14.25","-17.75"
"155189","NAM","14.75","-17.75"
"155190","NAM","15.25","-17.75"
"155191","NAM","15.75","-17.75"
"155192","NAM","16.25","-17.75"
"155193","NAM","16.75","-17.75"
"155194","NAM","17.25","-17.75"
"155195","NAM","17.75","-17.75"
"155196","NAM","18.25","-17.75"
"155197","NAM","18.75","-17.75"
"155198","AGO","19.25","-17.75"
"155199","AGO","19.75","-17.75"
"155200","AGO","20.25","-17.75"
"155201","AGO","20.75","-17.75"
"155202","AGO","21.25","-17.75"
"155203","AGO","21.75","-17.75"
"155204","AGO","22.25","-17.75"
"155205","AGO","22.75","-17.75"
"155206","NAM","23.25","-17.75"
"155207","NAM","23.75","-17.75"
"155208","NAM","24.25","-17.75"
"155209","NAM","24.75","-17.75"
"155210","ZMB","25.25","-17.75"
"155211","ZMB","25.75","-17.75"
"155212","ZMB","26.25","-17.75"
"155213","ZMB","26.75","-17.75"
"155214","ZWE","27.25","-17.75"
"155215","ZWE","27.75","-17.75"
"155216","ZWE","28.25","-17.75"
"155217","ZWE","28.75","-17.75"
"155218","ZWE","29.25","-17.75"
"155219","ZWE","29.75","-17.75"
"155220","ZWE","30.25","-17.75"
"155221","ZWE","30.75","-17.75"
"155222","ZWE","31.25","-17.75"
"155223","ZWE","31.75","-17.75"
"155224","ZWE","32.25","-17.75"
"155225","ZWE","32.75","-17.75"
"155226","MOZ","33.25","-17.75"
"155227","MOZ","33.75","-17.75"
"155228","MOZ","34.25","-17.75"
"155229","MOZ","34.75","-17.75"
"155230","MOZ","35.25","-17.75"
"155231","MOZ","35.75","-17.75"
"155232","MOZ","36.25","-17.75"
"155233","MOZ","36.75","-17.75"
"155234","MOZ","37.25","-17.75"
"155247","MDG","43.75","-17.75"
"155248","MDG","44.25","-17.75"
"155249","MDG","44.75","-17.75"
"155250","MDG","45.25","-17.75"
"155251","MDG","45.75","-17.75"
"155252","MDG","46.25","-17.75"
"155253","MDG","46.75","-17.75"
"155254","MDG","47.25","-17.75"
"155255","MDG","47.75","-17.75"
"155256","MDG","48.25","-17.75"
"155257","MDG","48.75","-17.75"
"155258","MDG","49.25","-17.75"
"155404","AUS","122.25","-17.75"
"155405","AUS","122.75","-17.75"
"155406","AUS","123.25","-17.75"
"155407","AUS","123.75","-17.75"
"155408","AUS","124.25","-17.75"
"155409","AUS","124.75","-17.75"
"155410","AUS","125.25","-17.75"
"155411","AUS","125.75","-17.75"
"155412","AUS","126.25","-17.75"
"155414","AUS","127.25","-17.75"
"155415","AUS","127.75","-17.75"
"155416","AUS","128.25","-17.75"
"155417","AUS","128.75","-17.75"
"155418","AUS","129.25","-17.75"
"155419","AUS","129.75","-17.75"
"155420","AUS","130.25","-17.75"
"155421","AUS","130.75","-17.75"
"155422","AUS","131.25","-17.75"
"155423","AUS","131.75","-17.75"
"155424","AUS","132.25","-17.75"
"155425","AUS","132.75","-17.75"
"155426","AUS","133.25","-17.75"
"155427","AUS","133.75","-17.75"
"155428","AUS","134.25","-17.75"
"155429","AUS","134.75","-17.75"
"155430","AUS","135.25","-17.75"
"155431","AUS","135.75","-17.75"
"155432","AUS","136.25","-17.75"
"155433","AUS","136.75","-17.75"
"155434","AUS","137.25","-17.75"
"155435","AUS","137.75","-17.75"
"155436","AUS","138.25","-17.75"
"155437","AUS","138.75","-17.75"
"155438","AUS","139.25","-17.75"
"155439","AUS","139.75","-17.75"
"155440","AUS","140.25","-17.75"
"155441","AUS","140.75","-17.75"
"155442","AUS","141.25","-17.75"
"155443","AUS","141.75","-17.75"
"155444","AUS","142.25","-17.75"
"155446","AUS","143.25","-17.75"
"155447","AUS","143.75","-17.75"
"155448","AUS","144.25","-17.75"
"155449","AUS","144.75","-17.75"
"155450","AUS","145.25","-17.75"
"155451","AUS","145.75","-17.75"
"155452","AUS","146.25","-17.75"
"155514","FJI","177.25","-17.75"
"155515","FJI","177.75","-17.75"
"155516","FJI","178.25","-17.75"
"155517","FJI","178.75","-17.75"
"155522","FJI","-178.75","-18.25"
"155738","PER","-70.75","-18.25"
"155739","PER","-70.25","-18.25"
"155740","CHL","-69.75","-18.25"
"155741","CHL","-69.25","-18.25"
"155742","BOL","-68.75","-18.25"
"155744","BOL","-67.75","-18.25"
"155745","BOL","-67.25","-18.25"
"155746","BOL","-66.75","-18.25"
"155747","BOL","-66.25","-18.25"
"155748","BOL","-65.75","-18.25"
"155749","BOL","-65.25","-18.25"
"155750","BOL","-64.75","-18.25"
"155751","BOL","-64.25","-18.25"
"155752","BOL","-63.75","-18.25"
"155753","BOL","-63.25","-18.25"
"155754","BOL","-62.75","-18.25"
"155755","BOL","-62.25","-18.25"
"155756","BOL","-61.75","-18.25"
"155757","BOL","-61.25","-18.25"
"155758","BOL","-60.75","-18.25"
"155759","BOL","-60.25","-18.25"
"155760","BOL","-59.75","-18.25"
"155761","BOL","-59.25","-18.25"
"155762","BOL","-58.75","-18.25"
"155763","BOL","-58.25","-18.25"
"155764","BOL","-57.75","-18.25"
"155765","BRA","-57.25","-18.25"
"155766","BRA","-56.75","-18.25"
"155767","BRA","-56.25","-18.25"
"155768","BRA","-55.75","-18.25"
"155769","BRA","-55.25","-18.25"
"155770","BRA","-54.75","-18.25"
"155771","BRA","-54.25","-18.25"
"155772","BRA","-53.75","-18.25"
"155773","BRA","-53.25","-18.25"
"155774","BRA","-52.75","-18.25"
"155775","BRA","-52.25","-18.25"
"155776","BRA","-51.75","-18.25"
"155777","BRA","-51.25","-18.25"
"155778","BRA","-50.75","-18.25"
"155779","BRA","-50.25","-18.25"
"155780","BRA","-49.75","-18.25"
"155781","BRA","-49.25","-18.25"
"155782","BRA","-48.75","-18.25"
"155783","BRA","-48.25","-18.25"
"155784","BRA","-47.75","-18.25"
"155785","BRA","-47.25","-18.25"
"155786","BRA","-46.75","-18.25"
"155787","BRA","-46.25","-18.25"
"155788","BRA","-45.75","-18.25"
"155789","BRA","-45.25","-18.25"
"155790","BRA","-44.75","-18.25"
"155791","BRA","-44.25","-18.25"
"155792","BRA","-43.75","-18.25"
"155793","BRA","-43.25","-18.25"
"155794","BRA","-42.75","-18.25"
"155795","BRA","-42.25","-18.25"
"155796","BRA","-41.75","-18.25"
"155797","BRA","-41.25","-18.25"
"155798","BRA","-40.75","-18.25"
"155799","BRA","-40.25","-18.25"
"155800","BRA","-39.75","-18.25"
"155906","NAM","13.25","-18.25"
"155907","NAM","13.75","-18.25"
"155908","NAM","14.25","-18.25"
"155910","NAM","15.25","-18.25"
"155913","NAM","16.75","-18.25"
"155915","NAM","17.75","-18.25"
"155917","NAM","18.75","-18.25"
"155918","NAM","19.25","-18.25"
"155919","NAM","19.75","-18.25"
"155920","NAM","20.25","-18.25"
"155921","NAM","20.75","-18.25"
"155922","NAM","21.25","-18.25"
"155923","NAM","21.75","-18.25"
"155924","BWA","22.25","-18.25"
"155925","BWA","22.75","-18.25"
"155926","BWA","23.25","-18.25"
"155927","NAM","23.75","-18.25"
"155928","BWA","24.25","-18.25"
"155929","BWA","24.75","-18.25"
"155930","BWA","25.25","-18.25"
"155931","ZWE","25.75","-18.25"
"155932","ZWE","26.25","-18.25"
"155933","ZWE","26.75","-18.25"
